location_type,location_number,location,emailAddress,permission_type,permission_value,
BRANCH,30,BRANCH030,BRANCH030@abcsupply.com,OA_SOLDTO,0001027252_30_1210,
BRANCH,31,BRANCH031,BRANCH031@abcsupply.com,AD_SOLDTO,0001005079_30_1210,
BRANCH,31,BRANCH031,BRANCH031@abcsupply.com,OA_SOLDTO,0001005079_30_1210,
BRANCH,32,BRANCH032,BRANCH032@abcsupply.com,AD_SOLDTO,0001018573_30_1210,
BRANCH,32,BRANCH032,BRANCH032@abcsupply.com,OA_SOLDTO,0001018573_30_1210,
BRANCH,33,BRANCH033,BRANCH033@ABCSUPPLY.COM,AD_SOLDTO,0001103081_30_1210,
BRANCH,33,BRANCH033,BRANCH033@ABCSUPPLY.COM,OA_SOLDTO,0001103081_30_1210,
BRANCH,34,BRANCH034,BRANCH034@abcsupply.com,AD_SOLDTO,0001005070_30_1210,
BRANCH,34,BRANCH034,BRANCH034@abcsupply.com,OA_SOLDTO,0001005070_30_1210,
BRANCH,35,BRANCH035,BRANCH035@abcsupply.com,AD_SOLDTO,0001005077_30_1210,
BRANCH,35,BRANCH035,BRANCH035@abcsupply.com,OA_SOLDTO,0001005077_30_1210,
BRANCH,36,BRANCH036,BRANCH036@abcsupply.com,AD_SOLDTO,0001005097_30_1210,
BRANCH,36,BRANCH036,BRANCH036@abcsupply.com,OA_SOLDTO,0001005097_30_1210,
BRANCH,37,BRANCH037,BRANCH037@abcsupply.com,AD_SOLDTO,0001005108_30_1210,
BRANCH,37,BRANCH037,BRANCH037@abcsupply.com,OA_SOLDTO,0001005108_30_1210,
BRANCH,38,BRANCH038,BRANCH038@abcsupply.com,AD_SOLDTO,0001013225_30_1210,
BRANCH,38,BRANCH038,BRANCH038@abcsupply.com,OA_SOLDTO,0001013225_30_1210,
BRANCH,39,BRANCH039,BRANCH039@abcsupply.com,AD_SOLDTO,0001005068_30_1210,
BRANCH,39,BRANCH039,BRANCH039@abcsupply.com,OA_SOLDTO,0001005068_30_1210,
BRANCH,40,BRANCH040,BRANCH040@abcsupply.com,AD_SOLDTO,0001005106_30_1210,
BRANCH,40,BRANCH040,BRANCH040@abcsupply.com,OA_SOLDTO,0001005106_30_1210,
BRANCH,41,BRANCH041,BRANCH041@abcsupply.com,AD_SOLDTO,0001005099_20_1210,
BRANCH,41,BRANCH041,BRANCH041@abcsupply.com,AD_SOLDTO,0001005099_30_1210,
BRANCH,41,BRANCH041,BRANCH041@abcsupply.com,AD_SOLDTO,0001005099_70_1210,
BRANCH,41,BRANCH041,BRANCH041@abcsupply.com,OA_SOLDTO,0001005099_20_1210,
BRANCH,41,BRANCH041,BRANCH041@abcsupply.com,OA_SOLDTO,0001005099_30_1210,
BRANCH,41,BRANCH041,BRANCH041@abcsupply.com,OA_SOLDTO,0001005099_70_1210,
BRANCH,42,BRANCH042,BRANCH042@abcsupply.com,AD_SOLDTO,0001006016_30_1210,
BRANCH,42,BRANCH042,BRANCH042@abcsupply.com,OA_SOLDTO,0001006016_30_1210,
BRANCH,43,BRANCH043,BRANCH043@abcsupply.com,AD_SOLDTO,0001007960_30_1210,
BRANCH,43,BRANCH043,BRANCH043@abcsupply.com,OA_SOLDTO,0001007960_30_1210,
BRANCH,44,BRANCH044,BRANCH044@abcsupply.com,AD_SOLDTO,0001007184_30_1210,
BRANCH,44,BRANCH044,BRANCH044@abcsupply.com,OA_SOLDTO,0001007184_30_1210,
BRANCH,45,BRANCH045,BRANCH045@abcsupply.com,AD_SOLDTO,0001005747_30_1210,
BRANCH,45,BRANCH045,BRANCH045@abcsupply.com,OA_SOLDTO,0001005747_30_1210,
BRANCH,46,BRANCH046,BRANCH046@abcsupply.com,AD_SOLDTO,0001005110_30_1210,
BRANCH,46,BRANCH046,BRANCH046@abcsupply.com,OA_SOLDTO,0001005110_30_1210,
BRANCH,47,BRANCH047,BRANCH047@abcsupply.com,AD_SOLDTO,0001008602_30_1210,
BRANCH,47,BRANCH047,BRANCH047@abcsupply.com,OA_SOLDTO,0001008602_30_1210,
BRANCH,48,BRANCH048,BRANCH048@abcsupply.com,AD_SOLDTO,0001007633_30_1210,
BRANCH,48,BRANCH048,BRANCH048@abcsupply.com,OA_SOLDTO,0001007633_30_1210,
BRANCH,49,BRANCH049,BRANCH049@abcsupply.com,AD_SOLDTO,0001005320_30_1210,
BRANCH,49,BRANCH049,BRANCH049@abcsupply.com,OA_SOLDTO,0001005320_30_1210,
BRANCH,50,BRANCH050,BRANCH050@abcsupply.com,AD_SOLDTO,0001007011_30_1210,
BRANCH,50,BRANCH050,BRANCH050@abcsupply.com,OA_SOLDTO,0001007011_30_1210,
BRANCH,51,BRANCH051,BRANCH051@abcsupply.com,AD_SOLDTO,0001005155_30_1210,
BRANCH,51,BRANCH051,BRANCH051@abcsupply.com,OA_SOLDTO,0001005155_30_1210,
BRANCH,52,BRANCH052,BRANCH052@abcsupply.com,AD_SOLDTO,0001032987_30_1210,
BRANCH,52,BRANCH052,BRANCH052@abcsupply.com,OA_SOLDTO,0001032987_30_1210,
BRANCH,53,BRANCH053,BRANCH053@abcsupply.com,AD_SOLDTO,0001008123_30_1210,
BRANCH,53,BRANCH053,BRANCH053@abcsupply.com,OA_SOLDTO,0001008123_30_1210,
BRANCH,54,BRANCH054,BRANCH054@abcsupply.com,AD_SOLDTO,0001007465_30_1210,
BRANCH,54,BRANCH054,BRANCH054@abcsupply.com,OA_SOLDTO,0001007465_30_1210,
BRANCH,57,BRANCH057,BRANCH057@abcsupply.com,AD_SOLDTO,0001007975_30_1210,
BRANCH,57,BRANCH057,BRANCH057@abcsupply.com,OA_SOLDTO,0001007975_30_1210,
BRANCH,58,BRANCH058,BRANCH058@abcsupply.com,AD_SOLDTO,0001008090_30_1210,
BRANCH,58,BRANCH058,BRANCH058@abcsupply.com,OA_SOLDTO,0001008090_30_1210,
BRANCH,59,BRANCH059,BRANCH059@abcsupply.com,AD_SOLDTO,0001005502_30_1210,
BRANCH,59,BRANCH059,BRANCH059@abcsupply.com,OA_SOLDTO,0001005502_30_1210,
BRANCH,60,BRANCH060,BRANCH060@abcsupply.com,AD_SOLDTO,0001005504_30_1210,
BRANCH,60,BRANCH060,BRANCH060@abcsupply.com,OA_SOLDTO,0001005504_30_1210,
BRANCH,61,BRANCH061,BRANCH061@abcsupply.com,AD_SOLDTO,0001005537_30_1210,
BRANCH,61,BRANCH061,BRANCH061@abcsupply.com,OA_SOLDTO,0001005537_30_1210,
BRANCH,62,BRANCH062,BRANCH062@abcsupply.com,AD_SOLDTO,0001006510_30_1210,
BRANCH,62,BRANCH062,BRANCH062@abcsupply.com,OA_SOLDTO,0001006510_30_1210,
BRANCH,63,BRANCH063,BRANCH063@abcsupply.com,AD_SOLDTO,0001005947_30_1210,
BRANCH,63,BRANCH063,BRANCH063@abcsupply.com,OA_SOLDTO,0001005947_30_1210,
BRANCH,64,BRANCH064,BRANCH064@abcsupply.com,AD_SOLDTO,0001006697_30_1210,
BRANCH,64,BRANCH064,BRANCH064@abcsupply.com,OA_SOLDTO,0001006697_30_1210,
BRANCH,65,BRANCH065,BRANCH065@abcsupply.com,AD_SOLDTO,0001006061_30_1210,
BRANCH,65,BRANCH065,BRANCH065@abcsupply.com,OA_SOLDTO,0001006061_30_1210,
BRANCH,66,BRANCH066,BRANCH066@abcsupply.com,AD_SOLDTO,0001006063_30_1210,
BRANCH,66,BRANCH066,BRANCH066@abcsupply.com,OA_SOLDTO,0001006063_30_1210,
BRANCH,67,BRANCH067,BRANCH067@abcsupply.com,AD_SOLDTO,0001006347_30_1210,
BRANCH,67,BRANCH067,BRANCH067@abcsupply.com,OA_SOLDTO,0001006347_30_1210,
BRANCH,68,BRANCH068,BRANCH068@abcsupply.com,AD_SOLDTO,0001025533_30_1210,
BRANCH,68,BRANCH068,BRANCH068@abcsupply.com,OA_SOLDTO,0001025533_30_1210,
BRANCH,69,BRANCH069,BRANCH069@abcsupply.com,AD_SOLDTO,0001005594_30_1210,
BRANCH,69,BRANCH069,BRANCH069@abcsupply.com,OA_SOLDTO,0001005594_30_1210,
BRANCH,70,BRANCH070,BRANCH070@abcsupply.com,AD_SOLDTO,0001006253_30_1210,
BRANCH,70,BRANCH070,BRANCH070@abcsupply.com,OA_SOLDTO,0001006253_30_1210,
BRANCH,71,BRANCH071,BRANCH071@abcsupply.com,AD_SOLDTO,0001006539_30_1210,
BRANCH,71,BRANCH071,BRANCH071@abcsupply.com,OA_SOLDTO,0001006539_30_1210,
BRANCH,72,BRANCH072,BRANCH072@abcsupply.com,AD_SOLDTO,0001007709_30_1210,
BRANCH,72,BRANCH072,BRANCH072@abcsupply.com,OA_SOLDTO,0001007709_30_1210,
BRANCH,73,BRANCH073,BRANCH073@abcsupply.com,AD_SOLDTO,0001007149_30_1210,
BRANCH,73,BRANCH073,BRANCH073@abcsupply.com,OA_SOLDTO,0001007149_30_1210,
BRANCH,74,BRANCH074,BRANCH074@abcsupply.com,AD_SOLDTO,0001006691_30_1210,
BRANCH,74,BRANCH074,BRANCH074@abcsupply.com,OA_SOLDTO,0001006691_30_1210,
BRANCH,75,BRANCH075,BRANCH075@abcsupply.com,AD_SOLDTO,0001006682_30_1210,
BRANCH,75,BRANCH075,BRANCH075@abcsupply.com,OA_SOLDTO,0001006682_30_1210,
BRANCH,77,BRANCH077,BRANCH077@abcsupply.com,AD_SOLDTO,0001038000_30_1210,
BRANCH,77,BRANCH077,BRANCH077@abcsupply.com,OA_SOLDTO,0001038000_30_1210,
BRANCH,78,BRANCH078,BRANCH078@abcsupply.com,AD_SOLDTO,0001007030_30_1210,
BRANCH,78,BRANCH078,BRANCH078@abcsupply.com,OA_SOLDTO,0001007030_30_1210,
BRANCH,79,BRANCH079,BRANCH079@abcsupply.com,AD_SOLDTO,0001035054_30_1210,
BRANCH,79,BRANCH079,BRANCH079@abcsupply.com,OA_SOLDTO,0001035054_30_1210,
BRANCH,80,BRANCH080,BRANCH080@abcsupply.com,AD_SOLDTO,0001006362_30_1210,
BRANCH,80,BRANCH080,BRANCH080@abcsupply.com,OA_SOLDTO,0001006362_30_1210,
BRANCH,81,BRANCH081,BRANCH081@abcsupply.com,AD_SOLDTO,0001006998_30_1210,
BRANCH,81,BRANCH081,BRANCH081@abcsupply.com,OA_SOLDTO,0001006998_30_1210,
BRANCH,82,BRANCH082,BRANCH082@abcsupply.com,AD_SOLDTO,0001028040_30_1210,
BRANCH,82,BRANCH082,BRANCH082@abcsupply.com,OA_SOLDTO,0001028040_30_1210,
BRANCH,83,BRANCH083,BRANCH083@abcsupply.com,AD_SOLDTO,0001024246_30_1210,
BRANCH,83,BRANCH083,BRANCH083@abcsupply.com,OA_SOLDTO,0001024246_30_1210,
BRANCH,84,BRANCH084,BRANCH084@abcsupply.com,AD_SOLDTO,0001007627_30_1210,
BRANCH,84,BRANCH084,BRANCH084@abcsupply.com,OA_SOLDTO,0001007627_30_1210,
BRANCH,85,BRANCH085,BRANCH085@abcsupply.com,AD_SOLDTO,0001005837_30_1210,
BRANCH,85,BRANCH085,BRANCH085@abcsupply.com,OA_SOLDTO,0001005837_30_1210,
BRANCH,86,BRANCH086,BRANCH086@abcsupply.com,AD_SOLDTO,0001007990_30_1210,
BRANCH,86,BRANCH086,BRANCH086@abcsupply.com,OA_SOLDTO,0001007990_30_1210,
BRANCH,87,BRANCH087,BRANCH087@abcsupply.com,OA_SOLDTO,0001006303_30_1210,
BRANCH,89,BRANCH089,BRANCH089@abcsupply.com,AD_SOLDTO,0001005957_30_1210,
BRANCH,89,BRANCH089,BRANCH089@abcsupply.com,OA_SOLDTO,0001005957_30_1210,
BRANCH,90,BRANCH090,BRANCH090@abcsupply.com,AD_SOLDTO,0001006684_30_1210,
BRANCH,90,BRANCH090,BRANCH090@abcsupply.com,OA_SOLDTO,0001006684_30_1210,
BRANCH,91,BRANCH091,BRANCH091@abcsupply.com,AD_SOLDTO,0001007151_30_1210,
BRANCH,91,BRANCH091,BRANCH091@abcsupply.com,OA_SOLDTO,0001007151_30_1210,
BRANCH,92,BRANCH092,BRANCH092@abcsupply.com,AD_SOLDTO,0001007697_30_1210,
BRANCH,92,BRANCH092,BRANCH092@abcsupply.com,OA_SOLDTO,0001007697_30_1210,
BRANCH,93,BRANCH093,BRANCH093@abcsupply.com,AD_SOLDTO,0001007939_30_1210,
BRANCH,93,BRANCH093,BRANCH093@abcsupply.com,OA_SOLDTO,0001007939_30_1210,
BRANCH,94,BRANCH094,BRANCH094@abcsupply.com,AD_SOLDTO,0001008581_30_1210,
BRANCH,94,BRANCH094,BRANCH094@abcsupply.com,OA_SOLDTO,0001008581_30_1210,
BRANCH,95,BRANCH095,BRANCH095@abcsupply.com,AD_SOLDTO,0001008701_30_1210,
BRANCH,95,BRANCH095,BRANCH095@abcsupply.com,OA_SOLDTO,0001008701_30_1210,
BRANCH,96,BRANCH096,BRANCH096@abcsupply.com,AD_SOLDTO,0001021484_30_1210,
BRANCH,96,BRANCH096,BRANCH096@abcsupply.com,OA_SOLDTO,0001021484_30_1210,
BRANCH,100,BRANCH100,BRANCH100@abcsupply.com,AD_SOLDTO,0001005457_30_1210,
BRANCH,100,BRANCH100,BRANCH100@abcsupply.com,OA_SOLDTO,0001005457_30_1210,
BRANCH,101,BRANCH101,BRANCH101@abcsupply.com,AD_SOLDTO,0001008722_30_1210,
BRANCH,101,BRANCH101,BRANCH101@abcsupply.com,OA_SOLDTO,0001008722_30_1210,
BRANCH,102,BRANCH102,BRANCH102@abcsupply.com,AD_SOLDTO,0001005069_30_1210,
BRANCH,102,BRANCH102,BRANCH102@abcsupply.com,OA_SOLDTO,0001005069_30_1210,
BRANCH,103,BRANCH103,BRANCH103@abcsupply.com,AD_SOLDTO,0001005720_30_1210,
BRANCH,103,BRANCH103,BRANCH103@abcsupply.com,OA_SOLDTO,0001005720_30_1210,
BRANCH,104,BRANCH104,BRANCH104@abcsupply.com,AD_SOLDTO,0001008097_30_1210,
BRANCH,104,BRANCH104,BRANCH104@abcsupply.com,OA_SOLDTO,0001008097_30_1210,
BRANCH,105,BRANCH105,BRANCH105@abcsupply.com,AD_SOLDTO,0001005488_30_1210,
BRANCH,105,BRANCH105,BRANCH105@abcsupply.com,OA_SOLDTO,0001005488_30_1210,
BRANCH,106,BRANCH106,BRANCH106@abcsupply.com,AD_SOLDTO,0001006251_30_1210,
BRANCH,106,BRANCH106,BRANCH106@abcsupply.com,OA_SOLDTO,0001006251_30_1210,
BRANCH,107,BRANCH107,BRANCH107@abcsupply.com,AD_SOLDTO,0001007094_30_1210,
BRANCH,107,BRANCH107,BRANCH107@abcsupply.com,OA_SOLDTO,0001007094_30_1210,
BRANCH,108,BRANCH108,BRANCH108@abcsupply.com,AD_SOLDTO,0001005562_30_1210,
BRANCH,108,BRANCH108,BRANCH108@abcsupply.com,OA_SOLDTO,0001005562_30_1210,
BRANCH,109,BRANCH109,BRANCH109@abcsupply.com,AD_SOLDTO,0001019954_30_1210,
BRANCH,109,BRANCH109,BRANCH109@abcsupply.com,OA_SOLDTO,0001019954_30_1210,
BRANCH,110,BRANCH110,BRANCH110@abcsupply.com,AD_SOLDTO,0001005712_30_1210,
BRANCH,110,BRANCH110,BRANCH110@abcsupply.com,OA_SOLDTO,0001005712_30_1210,
BRANCH,111,BRANCH111,BRANCH111@abcsupply.com,AD_SOLDTO,0001005460_30_1210,
BRANCH,111,BRANCH111,BRANCH111@abcsupply.com,OA_SOLDTO,0001005460_30_1210,
BRANCH,112,BRANCH112,BRANCH112@abcsupply.com,AD_SOLDTO,0001005462_30_1210,
BRANCH,112,BRANCH112,BRANCH112@abcsupply.com,OA_SOLDTO,0001005462_30_1210,
BRANCH,113,BRANCH113,BRANCH113@abcsupply.com,AD_SOLDTO,0001013233_30_1210,
BRANCH,113,BRANCH113,BRANCH113@abcsupply.com,OA_SOLDTO,0001013233_30_1210,
BRANCH,114,BRANCH114,BRANCH114@abcsupply.com,AD_SOLDTO,0001005750_30_1210,
BRANCH,114,BRANCH114,BRANCH114@abcsupply.com,OA_SOLDTO,0001005750_30_1210,
BRANCH,115,BRANCH115,BRANCH115@abcsupply.com,AD_SOLDTO,0001005757_30_1210,
BRANCH,115,BRANCH115,BRANCH115@abcsupply.com,OA_SOLDTO,0001005757_30_1210,
BRANCH,116,BRANCH116,BRANCH116@abcsupply.com,AD_SOLDTO,0001006129_30_1210,
BRANCH,116,BRANCH116,BRANCH116@abcsupply.com,OA_SOLDTO,0001006129_30_1210,
BRANCH,117,BRANCH117,BRANCH117@abcsupply.com,AD_SOLDTO,0001006409_30_1210,
BRANCH,117,BRANCH117,BRANCH117@abcsupply.com,OA_SOLDTO,0001006409_30_1210,
BRANCH,118,BRANCH118,BRANCH118@abcsupply.com,AD_SOLDTO,0001014589_30_1210,
BRANCH,118,BRANCH118,BRANCH118@abcsupply.com,OA_SOLDTO,0001014589_30_1210,
BRANCH,119,BRANCH119,BRANCH119@abcsupply.com,AD_SOLDTO,0001021442_30_1210,
BRANCH,119,BRANCH119,BRANCH119@abcsupply.com,OA_SOLDTO,0001021442_30_1210,
BRANCH,120,BRANCH120,BRANCH120@abcsupply.com,AD_SOLDTO,0001009152_30_1210,
BRANCH,120,BRANCH120,BRANCH120@abcsupply.com,OA_SOLDTO,0001009152_30_1210,
BRANCH,121,BRANCH121,BRANCH121@abcsupply.com,AD_SOLDTO,0001012393_30_1210,
BRANCH,121,BRANCH121,BRANCH121@abcsupply.com,OA_SOLDTO,0001012393_30_1210,
BRANCH,123,BRANCH123,BRANCH123@abcsupply.com,AD_SOLDTO,0001029047_30_1210,
BRANCH,123,BRANCH123,BRANCH123@abcsupply.com,OA_SOLDTO,0001029047_30_1210,
BRANCH,124,BRANCH124,BRANCH124@abcsupply.com,AD_SOLDTO,0001007213_30_1210,
BRANCH,124,BRANCH124,BRANCH124@abcsupply.com,OA_SOLDTO,0001007213_30_1210,
BRANCH,125,BRANCH125,BRANCH125@abcsupply.com,AD_SOLDTO,0001012446_30_1210,
BRANCH,125,BRANCH125,BRANCH125@abcsupply.com,OA_SOLDTO,0001012446_30_1210,
BRANCH,126,BRANCH126,BRANCH126@abcsupply.com,AD_SOLDTO,0001013616_30_1210,
BRANCH,126,BRANCH126,BRANCH126@abcsupply.com,OA_SOLDTO,0001013616_30_1210,
BRANCH,127,BRANCH127,BRANCH127@abcsupply.com,AD_SOLDTO,0001021451_30_1210,
BRANCH,127,BRANCH127,BRANCH127@abcsupply.com,OA_SOLDTO,0001021451_30_1210,
BRANCH,128,BRANCH128,BRANCH128@abcsupply.com,AD_SOLDTO,0001025535_30_1210,
BRANCH,128,BRANCH128,BRANCH128@abcsupply.com,OA_SOLDTO,0001025535_30_1210,
BRANCH,129,BRANCH129,BRANCH129@abcsupply.com,AD_SOLDTO,0001007653_30_1210,
BRANCH,129,BRANCH129,BRANCH129@abcsupply.com,OA_SOLDTO,0001007653_30_1210,
BRANCH,130,BRANCH130,BRANCH130@abcsupply.com,AD_SOLDTO,0001033592_30_1210,
BRANCH,130,BRANCH130,BRANCH130@abcsupply.com,OA_SOLDTO,0001033592_30_1210,
BRANCH,131,BRANCH131,BRANCH131@abcsupply.com,AD_SOLDTO,0001014195_30_1210,
BRANCH,131,BRANCH131,BRANCH131@abcsupply.com,OA_SOLDTO,0001014195_30_1210,
BRANCH,132,BRANCH132,BRANCH132@abcsupply.com,AD_SOLDTO,0001009867_30_1210,
BRANCH,132,BRANCH132,BRANCH132@abcsupply.com,OA_SOLDTO,0001009867_30_1210,
BRANCH,133,BRANCH133,BRANCH133@abcsupply.com,AD_SOLDTO,0001018473_30_1210,
BRANCH,133,BRANCH133,BRANCH133@abcsupply.com,OA_SOLDTO,0001018473_30_1210,
BRANCH,134,BRANCH134,BRANCH134@abcsupply.com,AD_SOLDTO,0001027329_30_1210,
BRANCH,134,BRANCH134,BRANCH134@abcsupply.com,OA_SOLDTO,0001027329_30_1210,
BRANCH,135,BRANCH135,BRANCH135@abcsupply.com,AD_SOLDTO,0001012572_30_1210,
BRANCH,135,BRANCH135,BRANCH135@abcsupply.com,OA_SOLDTO,0001012572_30_1210,
BRANCH,136,BRANCH136,BRANCH136@abcsupply.com,AD_SOLDTO,0001005464_30_1210,
BRANCH,136,BRANCH136,BRANCH136@abcsupply.com,OA_SOLDTO,0001005464_30_1210,
BRANCH,138,BRANCH138,BRANCH138@abcsupply.com,AD_SOLDTO,0001012543_30_1210,
BRANCH,138,BRANCH138,BRANCH138@abcsupply.com,OA_SOLDTO,0001012543_30_1210,
BRANCH,139,BRANCH139,BRANCH139@abcsupply.com,AD_SOLDTO,0001014249_30_1210,
BRANCH,139,BRANCH139,BRANCH139@abcsupply.com,OA_SOLDTO,0001014249_30_1210,
BRANCH,140,BRANCH140,BRANCH140@abcsupply.com,AD_SOLDTO,0001023167_30_1210,
BRANCH,140,BRANCH140,BRANCH140@abcsupply.com,OA_SOLDTO,0001023167_30_1210,
BRANCH,141,BRANCH141,BRANCH141@abcsupply.com,AD_SOLDTO,0001010696_30_1210,
BRANCH,141,BRANCH141,BRANCH141@abcsupply.com,OA_SOLDTO,0001010696_30_1210,
BRANCH,142,BRANCH142,BRANCH142@abcsupply.com,AD_SOLDTO,0001010700_30_1210,
BRANCH,142,BRANCH142,BRANCH142@abcsupply.com,OA_SOLDTO,0001010700_30_1210,
BRANCH,143,BRANCH143,BRANCH143@abcsupply.com,AD_SOLDTO,0001010707_30_1210,
BRANCH,143,BRANCH143,BRANCH143@abcsupply.com,OA_SOLDTO,0001010707_30_1210,
BRANCH,144,BRANCH144,BRANCH144@abcsupply.com,AD_SOLDTO,0001010709_30_1210,
BRANCH,144,BRANCH144,BRANCH144@abcsupply.com,OA_SOLDTO,0001010697_30_1210,
BRANCH,145,BRANCH145,BRANCH145@abcsupply.com,AD_SOLDTO,0001010701_30_1210,
BRANCH,145,BRANCH145,BRANCH145@abcsupply.com,OA_SOLDTO,0001010701_30_1210,
BRANCH,146,BRANCH146,BRANCH146@abcsupply.com,AD_SOLDTO,0001010708_30_1210,
BRANCH,146,BRANCH146,BRANCH146@abcsupply.com,OA_SOLDTO,0001010708_30_1210,
BRANCH,147,BRANCH147,BRANCH147@abcsupply.com,AD_SOLDTO,0001010698_30_1210,
BRANCH,147,BRANCH147,BRANCH147@abcsupply.com,OA_SOLDTO,0001010698_30_1210,
